,Unnamed: 0,CourseName,CourseTag,Content,Down-votes,Up-votes,User,label
175,185,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",本事 说 封建 灭 强加 书 只不过 写 家族 事 ,0,9,网易广东省广州网友：,0
176,186,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",凑凑 热闹 说 算是 附庸 风雅 ,0,0,网易江苏省苏州网友：,0
177,187,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",终于 爱 红楼梦 ,0,1,网易河北省张家口网友&nbsp;独弈： ,0
178,188,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",终于 爱 红楼梦 ,0,11,网易河北省张家口网友&nbsp;独弈： ,0
179,189,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",红楼梦 书 完整 版 缩减 版 拍 成 电视剧 ,0,6,网易广东省广州网友：,0
180,190,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",薛宝钗 王夫人 吴月娘 听 佛学 讲座 女 真 旺夫 贾门 祸 西门庆之 虚无主义 讲 错 人生 出路 作者 才有 悲天悯人 情 女儿 希望 林黛玉 坚守 本质 苟 世 ,0,0,网易北京市丰台区手机网友&nbsp;葛猛V： ,0
181,191,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",讲 真 学校 里 老师 ,0,0,网易内蒙古自治区呼和浩特手机网友&nbsp;有态度网友0fu4zW： ,1
182,192,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",红楼梦 唯一 一遍 一遍 书 永远 腻 ,0,0,网易内蒙古自治区呼和浩特手机网友&nbsp;有态度网友0fu4zW： ,0
183,193,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",引导 引发 自我 思考 这是 说 引发 学生 独特 想法 见解 ,0,0,网易河南省网友&nbsp;江南甲第： ,3
184,194,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",红米 真 想 学富五车 教授 对话 可惜 草根 无条件 基础 一点 曹翁 热情 黛玉 惋惜 宝钗 佩 曹翁家 悲惨 命运 悲 情 默默 清明 时节 含泪 葬花 吟祷 曹翁 家 万 千民 哭 ,0,0,网易山东省淄博手机网友&nbsp;有态度网友07kgU4： ,1
185,195,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",内涵 老师 ,0,0,网易山东省淄博手机网友&nbsp;有态度网友07kgU4： ,1
186,196,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",第一讲 停 心中 教授 讲解 深入浅出 厚 积 薄 发 思路 清晰 逻辑 紧凑 文学 说 话 ,0,2,网易福建省福州手机网友&nbsp;有态度网友06KZZu： ,1
187,197,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",字 说 错 姝 ,0,0,网易内蒙古自治区呼和浩特手机网友&nbsp;有态度网友06tWfw： ,0
188,198,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",字念 错 姝 ,1,0,网易内蒙古自治区呼和浩特手机网友&nbsp;有态度网友06tWfw： ,0
189,199,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",水 泥 男人 泥 女人 水 ,0,0,网易内蒙古自治区呼和浩特手机网友&nbsp;有态度网友06rH7m： ,0
190,200,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",老师 真 学问 ,2,2,网易浙江省嘉兴手机网友&nbsp;wy197657935972： ,1
191,201,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",讲 有趣 ,0,2,网易四川省泸州手机网友&nbsp;m132****5792： ,1
192,202,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",老师 讲授 想 听 观 有用 ,0,0,网易新疆维吾尔自治区乌鲁木齐手机网友：,1
193,203,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",陈 教授 授课 真 太 精彩 振聋发聩 有如 醍醐灌顶 b r 言语 之间 陈 教授 位 专心 做 学术 学者 追求 名利 博得 公众 目光 刻意 发表 新颖 惊人 观点 学者 霄壤之 b r 认同 陈 教授 课 说 红学 观点 争鸣 话 学术 小众 说 大众 草根 资格 参与 学术 讨论 中 学术 门槛 耐 住 寂寞 专心 研究 抵 住 诱惑 苦心经营 随随便便 高 谈 阔 误人子弟 引 洋洋得意 胸 点 墨 桶 水 恣意 质疑 呕心沥血 研究 成果 b r 陈 教授 教授 知识 价值观 学术 精神 传达 严肃 严谨 真 纠缠 假 命题 ,1,10,网易广西壮族自治区桂林网友&nbsp;guoyingmara： ,1
194,204,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",挺 声音 ,0,4,网易浙江省湖州手机网友：,0
195,205,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",红楼梦 红学 研究 文学 批评 作者 忏悔 期许 褒扬 批评 主观 客观 有感性 理性 老师 导 读 系统 梳理 研究 意味太 浓 模糊 小说 作者 许是 表达 思故 写 ,0,0,网易福建省手机网友&nbsp;oep2jt31v4a17871ac3c9d75629262590b7b418f33： ,3
196,206,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",第一 讲 讲 真 赞 ,0,1,网易湖南省湘潭手机网友：,1
197,208,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",陈 教授 讲 旁征博引 不愧 本科生 原著 太 读 懂 学生 讲 深 太 概括 注重 学术 感觉 适合 研究生 读 注重 学术 研究 引 中文 教师 启发 意义 ,0,1,网易河南省郑州网友&nbsp;224260310： ,1
198,209,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",陈 教授 国宝 级 教授 ,0,1,网易浙江省温州手机网友：,1
199,210,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",谢谢 老师 精彩 讲解 ,0,1,网易四川省雅安手机网友：,1
200,211,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",照本宣科 念P PT 老师 教授 真 逻辑 清晰 旁征博引 娓娓 道 饶 有趣 b r> 同意 说 缺少 课堂 氛围 互动 b r> 国内 课堂 氛围 煞 介事 架 俩 摄像机 显 压抑 ,0,2,网易浙江省温州网友&nbsp;E88BB1E99B84329： ,1
201,212,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",老师 讲 精 课堂 讨论 思维 文学 评论 课 集思广益 旁征 左 学生 理解 到位 ,0,1,网易陕西省西安手机网友：,1
202,213,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",不错 导读 一口气 完 恨课 太 少 优质 国产 公开 课 实在 ,0,2,网易日本手机网友&nbsp;雷前坤： ,2
203,214,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",唯一 填 ,0,0,网易安徽省马鞍山网友：,0
204,215,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",12节 课 系统 听 一遍 感觉 陈 教授 用心 泛泛 讲 独到 见解 读 6部 原著 加深 读 一种 提示 文学 写作 指导 意义 谢谢 陈 教授 ,0,2,网易山东省潍坊网友：,1
205,216,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",12节 课 系统 听 一遍 感觉 陈 教授 用心 泛泛 讲 独到 见解 读 6部 原著 加深 读 一种 提示 文学 写作 指导 意义 谢谢 陈 教授 ,0,0,网易山东省潍坊网友：,1
206,217,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",总体 讲 不错 亮 概括性 讲 一种 思维 启发 不错 ,0,0,网易上海市浦东新区网友：,1
207,218,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",陈 教授 挺 ,0,1,网易上海市松江区网友&nbsp;108997999： ,1
208,219,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",典型 厚 积 薄 发 讲 生动 有趣 导读 ,0,28,网易上海市浦东新区手机网友&nbsp;阿波eggcalm： ,1
209,220,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",分析 深刻 精辟 赞 ,0,2,网易广东省深圳手机网友&nbsp;秉山： ,1
210,221,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",声音 太 影响 听课 效果 ,0,13,网易湖北省武汉网友：,2
211,222,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",文学 巨儒 娓娓 道 不厌不绝 天津 口音 有时候 感觉 听 相声 ,0,2,网易浙江省温州网友&nbsp;老鼠566： ,1
212,223,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",中国 公开 课 国外 公开 课 区别 上课 中国 学生 思考 被动 接受 国外 学生 课 表达 观点 课 学 知识 预先 学习 收获 知识 思考 批判 知识 ,0,1,网易河南省焦作网友&nbsp;ihongweijiang： ,1
213,224,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",感谢 陈洪 教授 ,0,2,网易广东省广州网友：,1
214,225,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",陈 教授 课 引人入胜 观点 不偏不倚 讨论 恰如其分 听 课 名著 理解 层 观点 醍醐灌 古典文学 民族 集体 记忆 历史 越 古老 越发 散发 独特 魅 学科 笼统 美国 技术 课程 相 ,0,5,网易江苏省无锡网友：,1
215,226,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",陈 老师 真 特别 亲切 讲 特别 ,0,13,网易内蒙古自治区赤峰网友：,1
216,227,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",陈 老师 真 特别 亲切 讲 特别 ,0,1,网易内蒙古自治区赤峰网友：,1
217,228,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",感谢 陈 教授 精彩 讲解 眼界 开 ,0,1,网易山东省临沂网友&nbsp;jiashougang08： ,1
218,229,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",eichangganxecenjiaoshoujingcaiejiangjie ,0,0,网易山东省临沂网友：,0
219,230,南开{##大学##}{##公开课##}：六大名著导读,"金瓶梅,儒林外史,西游记,三国演义,水浒传,{##中国##}{##大学##}{##视频##}{##公开课##},红楼梦,陈洪,南开{##大学##},",喜欢 陈 老师 行云流水 般 讲述 夸张 抑扬顿挫 诵读 精辟 解读 红楼梦 顶 ,0,5,网易海南省海口网友&nbsp;ly2008ai： ,1
220,231,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",中学 时代 老师 ,0,3,网易浙江省温州手机网友：,0
221,233,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",第8 视频 ,0,0,网易重庆市北碚区手机网友&nbsp;oep2jtxjzp31c14efd869ecdc93c30a89588310677： ,0
222,234,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",爱因斯坦 牛顿 性格 开朗 众星捧月 般 交际 讨论 分享 ,0,0,网易浙江省杭州网友：,0
223,235,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",性 句 话 爱因斯坦 美学 原则 解读 科学 毕加索 科学 知识 理解 艺术 ,0,0,网易浙江省杭州网友：,0
224,236,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,","老师 棒, 看似 风马牛不相及 东西 水乳交融,佩服! ",0,1,网易浙江省杭州网友&nbsp;孔庆东门下狗： ,1
225,237,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",观看 精彩 视频 ......赞 ,0,1,网易四川省泸州手机网友&nbsp;有态度网友06SC8C： ,2
226,238,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",第十一集 感觉 偏 艺术 ,0,0,网易贵州省黔西南布依族苗族自治州手机网友：,0
227,239,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",13集 手机 开 ,0,0,网易北京市海淀区手机网友：,1
228,240,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",优秀 老师 启发 科学 艺术 理解 兴趣 ,0,0,网易浙江省杭州手机网友：,1
229,241,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",具 艺术 气质 科学 情怀 物理学 教授 听 施 老师 讲课 欣赏 艺术 探究 科学 物理 艺术 平行 发展 惊人 同步 统一 人类 思维 发展 过程 ,0,3,网易江西省南昌网友：,1
230,242,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",施 教授 讲座 有意思 一口气 听 完 欲罢不能 受益匪浅 老师 超脱 现实 艺术 最佳 途径 贴近 现实 科学 二之途 学生 醍醐灌顶 真心 感谢 老师 讲座 南京 南航 高水平 老师 自豪 ,0,1,网易江苏省南京手机网友：,1
231,243,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",老师 讲 真 世界观 塑造 太 神奇 受益 终生 ,0,0,网易广东省佛山网友&nbsp;YODHNET： ,1
232,244,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",讲 漂亮 ,0,0,网易湖北省黄石网友：,1
233,245,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",浓厚 人文 情怀 位 优秀 物理 教 课 讲 精彩 ,0,4,网易天津市网友：,1
234,246,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",感觉 说 说 理科 生 中 文科 生 ,0,1,网易贵州省黔西南布依族苗族自治州手机网友：,0
235,247,南京航空航天{##大学##}{##公开课##}：物理与艺术,"物理,南京航空航天{##大学##},{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},艺术,施大宁,",儒雅 老师 博学多才 值得 听 培养 世界观 陶冶 情操 都是 不可多得 精彩 讲座 ,0,2,网易四川省成都网友：,1
236,248,吉林{##大学##}{##公开课##}：改变世界的机器——汽车科技发展,"王建华,汽车科技,高青,{##中国##}{##大学##}{##视频##}{##公开课##},邓伟文,吉林{##大学##},杨博,王忠恕,高振海,袁兆成,",实 第二课 喜欢 ,0,0,网易陕西省西安手机网友：,3
237,249,吉林{##大学##}{##公开课##}：改变世界的机器——汽车科技发展,"王建华,汽车科技,高青,{##中国##}{##大学##}{##视频##}{##公开课##},邓伟文,吉林{##大学##},杨博,王忠恕,高振海,袁兆成,",视频 中 说 汽车 无人 驾驶 美国 硅谷 流行 汽车 倒 雷达 汽车 汽车 标配 b r B S b r E S P b r T C S 三种 都是 协助 汽车 安全性 标准 <b r 汽车 分为 主控 协控 汽车 刹车 { 主} 气囊 安全带{ 协控 ,0,1,网易黑龙江省哈尔滨网友：,0
238,250,吉林{##大学##}{##公开课##}：改变世界的机器——汽车科技发展,"王建华,汽车科技,高青,{##中国##}{##大学##}{##视频##}{##公开课##},邓伟文,吉林{##大学##},杨博,王忠恕,高振海,袁兆成,",改变 世界 机器 汽车 科技 发展 课程 内容 感觉 紧凑 好像 都是 表皮 东西 没劲 ,1,0,网易北京市网友：,1
239,251,吉林{##大学##}{##公开课##}：改变世界的机器——汽车科技发展,"王建华,汽车科技,高青,{##中国##}{##大学##}{##视频##}{##公开课##},邓伟文,吉林{##大学##},杨博,王忠恕,高振海,袁兆成,",改变 世界 机器 汽车 科技 发展 课程 内容 感觉 紧凑 好像 表皮 东西 ,0,0,网易北京市网友：,1
240,252,吉林{##大学##}{##公开课##}：改变世界的机器——汽车科技发展,"王建华,汽车科技,高青,{##中国##}{##大学##}{##视频##}{##公开课##},邓伟文,吉林{##大学##},杨博,王忠恕,高振海,袁兆成,",前几集 节能 排放 请 忽略 评论 ,0,0,网易河南省南阳手机网友&nbsp;oep2jtyses82c28e16e07bc3ecc1dc0e63947fda9a： ,0
241,253,吉林{##大学##}{##公开课##}：改变世界的机器——汽车科技发展,"王建华,汽车科技,高青,{##中国##}{##大学##}{##视频##}{##公开课##},邓伟文,吉林{##大学##},杨博,王忠恕,高振海,袁兆成,",中国 教育 国外 空 肤浅 知 知 原理 一味 死板 灌输 表象 知 内里 中国 强 天理 不容 ,7,0,网易河南省南阳手机网友&nbsp;oep2jtyses82c28e16e07bc3ecc1dc0e63947fda9a： ,1
242,255,吉林{##大学##}{##公开课##}：改变世界的机器——汽车科技发展,"王建华,汽车科技,高青,{##中国##}{##大学##}{##视频##}{##公开课##},邓伟文,吉林{##大学##},杨博,王忠恕,高振海,袁兆成,",不错 课程 希望工科技术类 课程 一点 ,0,1,网易贵州省贵阳网友&nbsp;错过了就不要回头： ,1
243,256,吉林{##大学##}{##公开课##}：改变世界的机器——汽车科技发展,"王建华,汽车科技,高青,{##中国##}{##大学##}{##视频##}{##公开课##},邓伟文,吉林{##大学##},杨博,王忠恕,高振海,袁兆成,",内容 详实 二氧化碳 说法 值得 探讨 准确 说 二氧化碳 事 兴趣 请 搜索 碳 燃烧 二氧化碳 对话 文 ,0,0,网易贵州省贵阳网友：,1
244,257,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",讲 到位 值得 学习 ,0,0,网易河南省新乡手机网友：,1
245,258,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",念 课件 概念 缺少 解释 例子 太 官员 报告 ,0,1,网易广东省广州网友：,1
246,259,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",感觉 念 课件 概念 缺少 解释 没什么 例子 好像 官员 报告 ,0,0,网易广东省广州网友：,1
247,260,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",故事 启发 生来 完整 成 事实 面对 生活 才是 思考 关心 ,0,4,网易山东省泰安手机网友&nbsp;有态度网友06xcKF： ,0
248,261,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",真替 老师 着急 学生 配合 ,0,0,网易山东省泰安手机网友&nbsp;有态度网友06xcKF： ,1
249,262,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",教育 I E P ,0,0,网易山东省泰安手机网友&nbsp;有态度网友06xcKF： ,2
250,263,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",希望 有一些 英语 师范 视频 谢谢 ,0,0,网易江苏省无锡手机网友&nbsp;有态度网友0fu9a5： ,0
251,264,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",梧州 教育 学学 ,0,2,网易湖北省荆州手机网友&nbsp;有态度网友06DFO2： ,0
252,265,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",四年 教学 实践 体会学好教育学 原理 价值 ,0,1,网易山东省泰安手机网友&nbsp;有态度网友06xcKF： ,2
253,266,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",名 教育 类 专业 学生 教育 类 小学 教育 课程 希望 点 O ∩ ∩ 谢谢 ,0,33,网易广西壮族自治区南宁网友：,1
254,267,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",音频 播放 ,0,0,网易云南省文山壮族苗族自治州手机网友&nbsp;有态度网友07lCxe： ,1
255,268,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",谢谢 老师 导论 讲解 ,0,1,网易泰国手机网友&nbsp;有态度网友072_JA： ,0
256,269,北京师范{##大学##}{##公开课##}：教育学导论,"石中英,教育学导论,教育学,{##中国##}{##大学##}{##视频##}{##公开课##},网易{##公开课##},北京师范{##大学##},",老师 太 活泼 可爱 ,0,1,网易山东省泰安手机网友&nbsp;有态度网友06xcKF： ,0
257,270,陕西师范{##大学##}{##公开课##}：隋唐人的日常生活——由小见大的历史,"陕西师范{##大学##},隋唐人,{##中国##}{##大学##}{##视频##}{##公开课##},于赓哲,",染 缸 里 水 板 蓝 根 熬制 位 官 喝 病 ,0,3,网易陕西省西安网友：,0
258,271,陕西师范{##大学##}{##公开课##}：隋唐人的日常生活——由小见大的历史,"陕西师范{##大学##},隋唐人,{##中国##}{##大学##}{##视频##}{##公开课##},于赓哲,",同学 逃课 ,0,1,网易安徽省合肥手机网友&nbsp;215204589： ,1
